title,abstract,publication_year,doi,type,oa_url,author,concept,topic,subfield,pdf_url,cited_by_count,id
[Spatial-temporal variation in hotspot and coldspot of Antarctic krill distribution in recent 100 years].,"To analyze the long-term variation in the spatial-temporal patterns of Antarctic krill (Euphausia superba) distribution, based on krill density data collected from 1926 to 2016, we analyzed the spatial and temporal variation of krill using the Getis-Ord Gi* statistic and the Triangulated Irregular Network (TIN) model. We compared the krill abundance, the percentage of krill abundance, and the size of hotspot/coldspot area. The results showed that there were one core hot-spot area, one sub-hotspot area and one edge hotspot area from 1926 to 1935 and from 1936 to 1945; one core hotspot area, one sub-hotspot area and one edge hotspot/coldspot area from 1976 to 1985; two core hotspot areas, two sub-hotspot areas, two edge hotspot areas, one sub-coldspot area and one coldspot area from 1986 to 1995; two core hotspot areas, two sub-hotspot/sub-coldspot areas and two edge hotspot/coldspot areas from 1996 to 2005; and from 2006 to 2016, there were two sub-hotspot areas, two edge hotspot areas, one sub-coldspot area and one edge coldspot area, respectively. Those hotspots/coldspots mostly occurred in the South Sandwich Islands, the Antarctic Peninsula, and the west of the Prydz Bay. From 1926 to 2016, krill abundance, the percentage of krill abundance in the hotspot area and the size of hotspot area had generally reduced, but the percentage of krill abundance in coldspot area and the size of coldspot area were increasing, while krill abundance in coldspot area decreased. It is a feasible approach to build an irregular triangle network to measure the size of hotspot/coldspot area and utilize hotspot analysis with 95% confidence to analyze the spatial-temporal pattern of krill distribution.为了分析南极磷虾分布时空格局的长期变动,利用1926—2016年南极磷虾密度数据,通过Getis-Ord Gi*统计法和不规则三角网方法对该资源时空分布进行了热点分析,并比较了10年际热(冷)点的磷虾丰度、磷虾丰度占比以及热(冷)点区的面积,分析了热(冷)点区的时空变化。结果表明: 1926—1935年、1936—1945年均各存在1个核心热点区、次热点区和边缘热点区;1976—1985年各存在1个核心热点区、次热点区和边缘热(冷)点区;1986—1995年各存在2个核心热点区、次热点区、边缘热点区和1个次冷点区、边缘冷点区;1996—2005年各存在2个核心热点区、次热(冷)点区和边缘热(冷)点区;2006—2016年各存在2个次热点区、边缘热点区和1个次冷点区、边缘冷点区。这些热(冷)点多出现在南桑威奇群岛、南极半岛和普里兹湾西侧等周边海域。各年代热(冷)点的空间分布存在较大的差异,研究期间(1926—2016年)热点区内磷虾丰度、磷虾丰度占比以及面积总体上呈降低趋势,而冷点区内磷虾丰度、磷虾丰度占比呈现上升趋势,冷点区面积呈现下降趋势。通过构建不规则三角网测度热(冷)点范围大小,并采用95%置信度的热点分析是进行南极磷虾资源时空格局变动研究的可行方法。.",2020,https://doi.org/10.13287/j.1001-9332.202003.019,article,NA,Hui Liu; Guoping Zhu,Hotspot (geology); Krill; Euphausia,Food Industry and Aquatic Biology,Food Science,NA,1,451
Large‐Scale Ocean‐Atmosphere Interactions Drive Phytoplankton Accumulation in the Northern Antarctic Peninsula,"Abstract The northern Antarctic Peninsula (NAP) region is a highly productive ecosystem that supports a large krill‐based food web. In summer 2006, the NAP region had substantially elevated phytoplankton biomass, with surface chlorophyll‐a concentrations that reached the greatest level during 2001–2023. Using the long‐term in situ data from the U.S. Antarctic Marine Living Resources program, satellite observations, and ERA5 reanalysis products, the mechanisms of the elevated chlorophyll‐a anomalies in summer 2006 were analyzed. The results suggest that the position of the Amundsen Sea Low (ASL) shifted considerably westward that summer, resulting in strong positive sea level pressure anomalies west of the NAP, which induced southerly wind anomalies and reduced the advection of moist airflow toward the NAP. This in turn reduced the cloud coverage and increased photosynthetically available radiation over this region, which directly increased the phytoplankton photosynthesis. The intensified radiation also increased the ocean temperature and strengthened stratification, which increased phytoplankton growth rates and allowed phytoplankton to accumulate in the upper euphotic zone. This work underlines the important role of coupled atmospheric‐oceanic processes in generating large phytoplankton biomass in the NAP region.",2025,https://doi.org/10.1029/2024jc021354,article,https://doi.org/10.1029/2024jc021354,Shishang Ye; Zhaoru Zhang; Timo Vihma; Mingshun Jiang; Chuan Xie; Lejiang Yu; Walker O Smith,Atmosphere (unit); Oceanography; Peninsula; Phytoplankton; Scale (ratio); Environmental science,Marine and coastal ecosystems; Microbial Community Ecology and Physiology; Atmospheric and Environmental Gas Dynamics,Oceanography; Ecology; Global and Planetary Change,NA,1,452
Citizen Scientists in Antarctica: FjordPhyto Approach to Understand Climate Change Affected Environments.,"Citizen Scientists in Antarctica: FjordPhyto Approach to Understand Climate Change Affected Environments. Allison M. Lee Many people dream of taking a bucket-list vacation to “the 7th continent”—Antarctica—to set their eyes on the extreme landscapes and charismatic wildlife. For the longest time, I did too, but I never thought realistically, for financial reasons, that it would happen for me anytime soon. Then, in 2013, I was given the opportunity to travel there, as a working scientist. I felt like I had landed on the moon! Antarctica has no inhabitants, and no one country has a legal claim to the land. Through the Antarctic Treaty, the entire continent remains devoted to peaceful and scientific activities. Nowhere else in the world do so many countries recognize the need to come together to protect the unique wildness of a place. I felt privileged to be one of the few scientists able to walk around this icy lunar landscape—a place where less than 5,000 total researchers work on station during the sunlit months. While typically thought of as a place for science, it also has a growing tourism community. Tourism to the peninsula is governed by the International Association of Antarctic Tour Operators (IAATO) and the latest counts for the number of visitors to the peninsula reached over 51,700 during the 2017–2018 season. Visitors outnumber scientists nearly 10:1. Scientists constantly consider the broader impacts their work has in the world; it got me thinking: was there a way to engage this enthusiastic, explorer-minded community in Antarctic science? As an avid traveler myself, I often volunteered on international researcher projects masquerading as a tourist: biodiversity projects in the Amazon, macaw projects in Peru, and big cat projects in Africa. It became my preferred way to vacation. I later learned this style of eco-tourism is a form of citizen science—a method of data gathering and community engagement that can provide impactful experiences to everyone involved. Could we include citizen scientists in the legacy of Antarctic research? [End Page 21] In 2016, I started a graduate program at Scripps Institution of Oceanography in California, USA working in a lab dedicated to understanding Antarctic phytoplankton. Our research questions explore phytoplankton in relationship to glacial freshwater within fjord ecosystems. My advisor already had connections with a couple of the tour ships and conveniently, most of the landing sites tour vessels visit are concentrated along the fjords that line the coast of the West Antarctic Peninsula. We saw a real opportunity to engage these visitors in our research while expanding the spatial and temporal questions we could ask scientifically. Within a year, we worked with knowledgeable tour guide staff to develop the FjordPhyto citizen science project. The FjordPhyto project currently operates along the West Antarctic Peninsula. This region of the world is experiencing the fastest rates of warming globally. With this warmth, glaciers melt. Melted freshwater from the glacier enters the marine environment through the coastal fjord regions. Changes in the water chemistry can change the types of phytoplankton blooming. If the types of phytoplankton change, the animals that rely on consuming specific species may also change—producing a cascading effect in the ecosystem. As an example, Antarctic krill are the key species of the Southern Ocean food web. Krill are known to eat a particular type of phytoplankton called a diatom. These krill, in turn, provide food for seals, whales, and penguins. If freshwater alters what type of phytoplankton we see, perhaps a reduction in diatoms, resulting in the krill food changing, what are the ramifications to the rest of the animals living in these marine environments? Coastal fjords in Antarctica are very under-studied systems. Despite the large data gap that exists, recent research is revealing these fjords to be hotspots for biodiversity. Researchers compete through grants for time on the two US ships that operate in Antarctica, and often have to plan years in advance for the few weeks they’ll be able to go to sea. As the climate changes, conditions on the peninsula are changing. The timing of phytoplankton blooms could shift. In this remote region of the world, citizen science is enabling different...",2019,https://doi.org/10.1353/nib.2019.0010,article,NA,Allison M. Lee,Tourism; Charisma; Peninsula,Polar Research and Ecology; Species Distribution and Climate Change; Microbial Community Ecology and Physiology,Ecology; Ecological Modeling; Ecology,NA,1,453
Modelling the Impact of Dominant Transport Pathways on Antarctic Krill Fishing Activity in the Southern Ocean,"Antarctic krill ( Euphasia superba ) are a key component in the Southern Ocean ecosystem, especially in the Atlantic sector, where the majority of the population is concentrated. The Norwegian commercial krill fishery exclusively targets three subareas in the Antarctic: the western Antarctic Peninsula, and the northern shelves of both the South Orkney Islands and South Georgia. Given it's reliance on oceanic transport from other regions and the potential impact of rising sea temperatures on the northern habitat, the South Georgian krill population is particularly sensitive to altering environmental conditions. The relative distance from the peninsular regions to South Georgia means that choosing to trawl in this region implies a higher risk, which is why it is exclusively targeted in winter when extensive sea-ice makes peninsular regions unsafe and inaccessible to commercial fishery operations. In this article, we show that relative to operations at South Orkney and the Antarctic Pensinsula, average catches at South Georgia have been lower with higher variability over the past 15 years. Using a Lagrangian modelling approach, we illustrate that variability in advection from source regions in the Antarctic Peninsula are correlated with proceeding catch values at South Georgia. This was not the case for source release sites at the South Orkney Islands. The dominant transport pathways for krill were strongly determined by position of regional fronts and the source sites of recruits to South Georgia were related to the position of fronts at both the Antarctic Peninsula and South Orkney Islands. This study highlights the importance of advective patterns on the variability in krill fishing activity and supports the hypothesis that South Georgia is a sink region for krill in the Southern Ocean while the western Antarctic Peninsula is a central source site.",2025,https://doi.org/10.1101/2025.02.12.637831,preprint,https://doi.org/10.1101/2025.02.12.637831,Cian Kelly; Ingrid Ellingsen; Ragnhild Daae; Morten Omholt Alver,Antarctic krill; Krill; Oceanography; Fishing,Marine and fisheries research,Global and Planetary Change,NA,0,454
Biological characteristic of Antarctic krill(Euphausia superba) around the Antarctic Peninsula,"The biological characteristics of Antarctic krill(Euphausia superba) caught by trawler in subarea 48.1 and 48.2 of CCAMLR's Convention Area around the Antarctic Peninsula from January 24th to February 11th,2010 were studied.Results showed that body lengths were from 33.65 to 65.80 mm,with the dominant length from 50.00 to 58.00mm,accounting for 60.66% of the total.Mean length in subarea 48.1was bigger than that in subarea 48.2,and average length of females was bigger than of males.Growth parameter was 2.75.The ratio of female to male was about 1 : 0.5 in subarea 48.1 and about 1 : 1.5 in subarea 48.2.For the maturity stage,almost all samples were adults(II),juveniles(I) and gravid female(III) were few.Mean feeding stage in subarea 48.1 was bigger than that in subarea 48.2.Length distribution showed that the population was composed of age group 3+-5+ in subarea 48.1 and 2+-5+ in subarea 48.2.",2011,NA,article,NA,Qiang Wu,Euphausia; Peninsula; Antarctic krill; Krill; Euphausiacea; Population,Aquaculture Nutrition and Growth; Fish Biology and Ecology Studies,Aquatic Science; Aquatic Science,NA,0,455
Research results of the krill catching trawler “Cooperation Sea” in the Antarctic krill fishing area of the Atlantic Antarctic and its biological state during the winter 2014,"Results of the data analysis on the Antarctic krill Euphausia superba biology, fisheries, and hydrometeorological conditions, collected by the National observer on board the Ukrainian krill catching trawler ""Cooperation Sea"" are presented. The vessel conducted krill fishery activities in the Atlantic Antarctic (AA), CCAMLR zone (subareas 48.1, 48.2, 48.3) during the winter season (April-July) of 2014. The defined sizes of the krill in the catches made up 24-59 mm. Small- and medium-sized krill of 26-47 mm length and aged 1+, 2+, 3+, 4+ at the early stages of sexual maturity dominated in the catching areas. The feeding intensity of krill was weak or moderate. The amount of molting crustaceans and those, infected by the bacteria of the genera Psychrobacter and Pseudoalteromonas, was not significant: 4-6% and 0.07-6%, correspondingly. The infected crustaceans were observed in all the subareas, the tendency of the crustaceans infection increase was marked in the direction from the south northwards. Prevalence of the recruits and medium-sized specimens in the euphausiids group catches allows to predict high krill abundance in the AA during the next fishing season of 2014-2015. Weather conditions in all the fishing areas were mostly determined by the winds of western and northern directions, except for the area of the South Shetland Islands, where meteorological conditions in May were characterized by eastern winds, wind speed increase, decrease of average means of air and surface temperatures, divergent changes of atmospheric pressure, preconditions to ice formation and solid ice cover (except for area 48.3). The total krill catch during the cruise made up 8,900 tons; average means of CPUE and catch per fishing day reached 8,400 tons and 114,500 tons, correspondingly. In order to rationally use krill resources, it is suggested to reconsider the distribution of its catch threshold according to the fishing subareas, established by CCAMLR, in favor of increasing the krill catch limit in the area of the South Shetland Islands. &nbsp",2014,https://doi.org/10.33275/1727-7485.13.2014.222,article,https://doi.org/10.33275/1727-7485.13.2014.222,N. N. Zhuk; Yu. V. Korzun,Krill; Antarctic krill; Fishery; Fishing; Oceanography,Food Industry and Aquatic Biology; Marine and fisheries research,Food Science; Global and Planetary Change,NA,0,456
Does aerobic dive capacity constrain winter diving behavior in crabeater seals?,"During austral summers, crabeater seals (Lobodon carcinophagus) preferentially target the large zooplankton and krill that are abundant in surface waters. However, during winter months, seals forage deeper and closer to the seafloor, where their preferred prey aggregate. As a result, winter foraging is associated with a much greater proportion of dives longer than the seals’ calculated aerobic dive limit (cADL, 6.1 ‐ 11.8 min). To determine if aerobic capacity constrains winter foraging activities, we examined the relationship between the cADL and dive depth, bottom time, and bathymetric depth in 34 crabeater seals ranging in mass from 118 – 365 kg. While fewer than 10% of dives shallower than 150 m were anaerobic, this percentage exceeded 30% for dives deeper than 250 m. These deeper dives were most common in late winter and during the day. Interestingly, larger animals made more anaerobic dives, perhaps because they dove closer to the seafloor than smaller animals. In combination, our findings suggest that body size and physiological capacity influence crabeater seal foraging strategies, particularly during winter. These findings have implications for crabeater seal foraging success, particularly if warming along the Antarctic Peninsula causes changes in the abundance and depth distribution of preferred prey items. This research was funded by NSF OPP # 0003956 &amp; 0006429 to JMB and DPC.",2008,https://doi.org/10.1096/fasebj.22.1_supplement.1239.3,article,NA,Jennifer M. Burns; Daniel P. Costa,Foraging; Environmental science; Zooplankton,Marine animal studies overview; Arctic and Antarctic ice dynamics; Ocean Acidification Effects and Responses,Ecology; Atmospheric Science; Oceanography,NA,1,457
Integrated Age-based Krill Model Fish Res 2015,an integrated age structured model was fitted to different combinations of survey data using two forms of selectivity logistic or double logistic with time constant or annually varying selectivity to investigate the population dynamics of antarctic krill euphausia superba near the antarctic peninsula the data were from surveys conducted by the u s antarctic marine living resources program around the south shetland islands from 1992 to 2011 two indices of krill biomass based on 1 trawl net samples and 2 hydroacoustic sampling were combined with length compositions from the nets sixteen model configurations using different combinations of the two biomass surveys with the various options for modeling selectivities were examined,2018,NA,dataset,NA,,Euphausia; Krill; Antarctic krill; Shetland; Biomass (ecology); Fishery; Population; Sampling (signal processing); Environmental science,Marine and fisheries research; Marine Bivalve and Aquaculture Studies; Fish Ecology and Management Studies,Global and Planetary Change; Global and Planetary Change; Nature and Landscape Conservation,NA,0,458
"Disparate estimates of intrinsic productivity for Antarctic krill across small spatial scales, under a rapidly changing ocean.","Understanding the spatio-temporal dynamics of Antarctic krill (Euphausia superba) productivity along the Western Antarctic Peninsula (WAP) requires the application of robust analytical approaches. Both design-based and model-based methodologies have been employed to address this challenge. The Spawning Potential Ratio (SPR) provides valuable insights about population indicators. In this study, we analyzed the spatial and temporal variability of the SPR for Antarctic krill by applying a Length-Based Spawning Potential Ratio (LBSPR) model to 20 years of fishery-dependent length composition data. Results showed spatial and temporal heterogeneity among fishing strata in the WAP, where Gerlache Strait stratum was consistently lower than the 20% SPR reference point, compared with Elephant, Bransfield Strait, South West and Joinville strata. Moreover, we demonstrate the sensitivity of LBSPR to changes in growth parameters, such as k and Linf, which are influenced by environmental variables like chlorophyll. Our findings underscore the necessity of incorporating environmental variability into stock assessment models, such as those based on SPR, to accurately assess krill stock conditions. Given the apparent spatial heterogeneity in intrinsic productivity identified through our SPR estimates, we propose using this approach to establish a management procedure based on a control rule for each stratum. This method adjusts the allocation of catch limits in line with the new management strategy of the Commission for the Conservation of Antarctic Marine Living Resources (CCAMLR). By integrating knowledge about spatial krill dynamics and its intrinsic productivity, advice can be recommended to ensure the sustainable management of krill populations in Subarea 48.1.",2025,https://doi.org/10.1101/2025.03.27.645857,preprint,https://doi.org/10.1101/2025.03.27.645857,Mauricio Mardones; Evan Mason; Francisco Santa Cruz; George M. Watters; César A. Cárdenas,Antarctic krill; Krill; Productivity; Oceanography; Environmental science,Marine Bivalve and Aquaculture Studies; Marine and fisheries research,Global and Planetary Change; Global and Planetary Change,NA,0,459
"Environmental data for evaluation of Chinstrap Penguin foraging behaviour in Harmony Point, Nelson Island, during two years of contrasting conditions.","This dataset includes: 1 - a time series of environmental variables subsetted for the Area 48.1 (Antarctic Peninsula); 2 - Monthly averaged data on chlorophyll-a concentration CHL, photosynthetically available/active radiation PAR (NASA OB.DAAC 2018a,b), fractional sea ice cover SIC and surface wind speed SWS (GMAO 2015) for a 75km radius around Harmony Point, Nelson Island, maritime Antarctic Peninsula; 3 - Antarctic Krill (Euphausia superba) NASC (Nautical Area Scattering Coefficient, m2 nmi−2) acoustic estimated density for december/january 2019/20 and 2021/22, acoustic surveys were carried out in the research vessel boat ""<em>RS Karpuj</em>"" within the area used by penguins; 3 - Foraging trip -level summarized data from 27 chinstrap penguins tracked with Axy-trek marine loggers (40 x 20 x 8 mm, 14g, GPS logger, time depth recorder TDR and accelerometer) during late incubation and early chick-rearing, december/january 2019/20 and 2021/22; 4 - Colony-level breeding success estimated as chicks raised per nest in d2019/20 and 2021/22 breeding seasons. Data collection was supported by Áreas Marinas Protegidas program of the Instituto Antártico Chileno (AMP 24 03 052).",2022,https://doi.org/10.5281/zenodo.7044787,dataset,NA,Lucas Krüger; Francisco Santa Cruz; César A. Cárdenas,Foraging; Harmony (color); Ecology,Avian ecology and behavior; Marine and fisheries research,Ecology; Global and Planetary Change,NA,0,460
AMLR Acoustics Data 1996-2011 v1.1,calibrated integrated and averaged acoustics data including estimates of krill euphausia superba biomass density collected around elephant island the south shetland islands and the antarctic peninsula by the u s amlr program data are integrated over depths from about 10 15m down to the bottom or 250m whichever is shallower and averaged over 1 nmi intervals,2016,NA,dataset,NA,,Euphausia; Shetland; Krill; Peninsula; Oceanography; Biomass (ecology),Marine animal studies overview; Marine and fisheries research; Cephalopods and Marine Biology,"Ecology; Global and Planetary Change; Ecology, Evolution, Behavior and Systematics",NA,0,461
"Supplementary_material.zip from Seasonal acoustic presence of marine mammals at the South Orkney Islands, Scotia Sea","Increased knowledge about marine mammal seasonal distribution and species assemblage from the South Orkney Islands waters is needed for the development of management regulations of the commercial fishery for Antarctic krill (<i>Euphausia superba</i>) in this region. Passive Acoustic Monitoring (PAM) data were collected during the autumn and winter seasons in two consecutive years (2016, 2017), which represented highly contrasting environmental conditions due to the 2016 El Niño event. We explored differences in seasonal patterns in marine mammal acoustic presence between the two years in context of environmental cues and climate variability. Acoustic signals from five baleen whale species, two pinniped species and odontocete spp. were detected and separated into guilds. Although species diversity remained stable over time, the ice-avoiding and ice-affiliated species dominated before and after the onset of winter, respectively, and thus demonstrating a shift in guild composition related to season. Herein, we provide novel information about local marine mammal species diversity, community structure and residency times in a krill hotspot. Our study also demonstrates the utility of PAM data and its usefulness in providing new insights into the marine mammal habitat use and responses to environmental conditions, which are essential knowledge for the future development of a sustainable fishery management in a changing ecosystem.",2023,https://doi.org/10.6084/m9.figshare.24806174,dataset,https://rs.figshare.com/articles/dataset/Supplementary_material_zip_from_Seasonal_acoustic_presence_of_marine_mammals_at_the_South_Orkney_Islands_Scotia_Sea/24806174,Linn Åsvestad; Heidi Ahonen; Sebastian Menze; Andrew Lowther; Ulf Lindstrøm; Bjørn A. Krafft,Oceanography; Nova scotia,Marine animal studies overview; Animal Vocal Communication and Behavior,Ecology; Developmental Biology,NA,0,462
"Supplementary_soundfiles.zip from Seasonal acoustic presence of marine mammals at the South Orkney Islands, Scotia Sea","Increased knowledge about marine mammal seasonal distribution and species assemblage from the South Orkney Islands waters is needed for the development of management regulations of the commercial fishery for Antarctic krill (<i>Euphausia superba</i>) in this region. Passive Acoustic Monitoring (PAM) data were collected during the autumn and winter seasons in two consecutive years (2016, 2017), which represented highly contrasting environmental conditions due to the 2016 El Niño event. We explored differences in seasonal patterns in marine mammal acoustic presence between the two years in context of environmental cues and climate variability. Acoustic signals from five baleen whale species, two pinniped species and odontocete spp. were detected and separated into guilds. Although species diversity remained stable over time, the ice-avoiding and ice-affiliated species dominated before and after the onset of winter, respectively, and thus demonstrating a shift in guild composition related to season. Herein, we provide novel information about local marine mammal species diversity, community structure and residency times in a krill hotspot. Our study also demonstrates the utility of PAM data and its usefulness in providing new insights into the marine mammal habitat use and responses to environmental conditions, which are essential knowledge for the future development of a sustainable fishery management in a changing ecosystem.",2023,https://doi.org/10.6084/m9.figshare.24806177,dataset,https://rs.figshare.com/articles/dataset/Supplementary_soundfiles_zip_from_Seasonal_acoustic_presence_of_marine_mammals_at_the_South_Orkney_Islands_Scotia_Sea/24806177,Linn Åsvestad; Heidi Ahonen; Sebastian Menze; Andrew Lowther; Ulf Lindstrøm; Bjørn A. Krafft,Oceanography; Geography; Nova scotia,Marine animal studies overview; Animal Vocal Communication and Behavior; Underwater Acoustics Research,Ecology; Developmental Biology; Oceanography,NA,0,463
Survey coverage impacts ability to detect and predict zooplankton population change,"Abstract Ocean ecological time series grow more useful with longevity, but practical constraints hinder consistency, and evolving scientific priorities necessitate sampling adjustments. We leveraged 30 years of zooplankton observations (five species, 1993–2024) from the western Antarctic Peninsula to quantify how shifts in sampling intensity, timing, and survey frequency influenced accuracy, precision, and predictability. A 67% decline in sample size aliased a long-term trend in ice krill and increased uncertainty by 47% in log 10 space across species. Moving survey dates by two weeks influenced the density of salps, pteropods, and Antarctic krill by 48–83%. The ability to predict krill species density declined 47% in a simulated shift from annual to biennial survey frequency. Reduced spatial resolution and slight changes in timing can be accounted for statistically, but temporal gaps represent a challenge. Autonomous approaches are complementary to (rather than substitutable for) net sampling, necessitating ship operations to maintain valuable zooplankton time series.",2025,https://doi.org/10.1038/s43247-025-02720-4,article,https://doi.org/10.1038/s43247-025-02720-4,John A. Conroy; Jarrod A. Santora; Stephan B. Munch; Tanya L. Rogers; Deborah K. Steinberg; Megan A. Cimino,Zooplankton; Krill; Sampling (signal processing); Environmental science,Marine and fisheries research; Marine Biology and Ecology Research; Marine and coastal ecosystems,Global and Planetary Change; Oceanography; Oceanography,NA,0,464
A Cooperative Classroom Investigation of Climate Change: Students Investigate Environmental Changes and Their Impact on Penguin Communities,"At the global level, strong evidence suggests that observed changes in Earth's climate are largely due to human activities (IPCC 2007). At the regional level, the evidence for human-dominated change is sometimes less clear. Scientists have a particularly difficult time explaining warming trends in Antarctica--a region with a relatively short history of scientific observation and a highly variable climate (Clarke et al. 2007). Regardless of the mechanism of warming, however, climate change is having a dramatic impact on Antarctic ecosystems. In this article, we describe a standards-based, directed inquiry we have used in 10th-grade biology classes to highlight the ecosystem-level changes observed on the western Antarctic Peninsula. This activity stresses the importance of evidence in scientific explanations and demonstrates the cooperative nature of science. Warming climate, waning sea ice Air temperature data indicate that the western Antarctic Peninsula has warmed by about 3[degrees]C in the last century (Clarke et al. 2007). Although this relatively short-term record is only from a few research stations, other indirect lines of evidence confirm the trend. The most striking of these proxies is a shift in penguin communities. Adelie which are dependent on sea ice for their survival, are rapidly declining on the Antarctic Peninsula despite a 600-year colonization history. In contrast, chinstrap which prefer open water, are increasing dramatically. (Note: See Chinstrap and Adelie penguins, p. 58, for additional information on the penguins.) These shifts in penguin populations appear to be the result of a decrease in the amount, timing, and duration of sea ice (Figure 1; Smith, Fraser, and Stammerjohn 2003). Why is sea ice so important to Adelie penguins? First, sea ice is a feeding platform for Adelies. Krill, the primary prey of Adelies on the Peninsula, feed on microorganisms growing on the underside of the ice (Atkinson et al. 2004). For Adelie which are relatively slow swimmers, it is easier to find food under the ice than in large stretches of open water (Ainley 2002). Second, sea ice helps control the local climate. Ice keeps the Peninsula cool by reflecting solar radiation back to space. As air temperatures increase and sea ice melts, open water converts radiation into heat and amplifies the upward trend in local air temperatures (Figure 2; Wadhams 2000). Third, ice acts as a giant cap on the ocean, limiting evaporation. As sea ice declines, cloud condensation nuclei and moisture are released into the atmosphere, leading to more snow. This extra snow often does not melt until Adelies have already started nesting; the resulting melt water can kill their eggs (Fraser and Patterson 1997). [FIGURE 1 OMITTED] [FIGURE 2 OMITTED] [FIGURE 4 OMITTED] Activity overview For our directed inquiry, we use the jigsaw technique, which requires every student within a group to be an active and equal participant for the rest of the group to succeed (Colburn 2003). To begin, students are organized into composed of five different specialists. (Note: See Procedure in the next section for specific instructions on how each student assumes the identity of a different specialist.) Specialists from each Home Group then reorganize into that contain only one type of scientist (e.g., Group 1 could include all of the Ornithologists and Group 2 all of the Oceanographers). Each Specialist Group receives a piece of the flowchart in Figure 1 (p. 57), in the form of a data table. With only a few facts to guide them, the Specialist Groups create graphs from the data tables, brainstorm explanations for patterns in their data, and report results back to their Home Groups. Finally, Home Groups use the expertise of each specialist to reconstruct the entire flowchart (Figure 1, p. 57). Before starting this activity, students should have at least a rudimentary knowledge of Antarctica. …",2007,NA,article,NA,Juanita Constible; Luke H. Sandro; Richard Lee,Climate change; Peninsula; Global warming,"Conservation, Ecology, Wildlife Education","Management, Monitoring, Policy and Law",NA,1,465
A nearshore observatory for Antarctic krill: Analysis of the spatial variability in their distribution and abundance,"Annual surveys of the distribution and abundance of Antarctic krill are conducted by the United States Antarctic Marine Living Resources Program in order to assist fishery managers in conserving this economic and ecologic resource. These surveys utilize a large vessel which does not sample close (within 10 km) to the South Shetland Islands. These islands are home to many krill predators (fur seals and penguins) who often forage in these nearshore waters. In order to better understand the abundance and distribution of the krill in these waters and to determine the physical and biological factors affecting the krill, a nearshore observatory has been created that combines multiple sensors and platforms to provide improved spatial and temporal coverage of the nearshore region of Livingston Island. This study utilizes a large research vessel, a small inflatable vessel, an array of instrumented buoys, and a pilot project involving an Autonomous Underwater Vehicle. This presentation will discuss acoustic backscatter measurements made from both large and small vessels. Results from the most recent field season (Jan–Feb 2005) will be presented as well as data from previous years (2002, 2004). [Work supported by the NSF Office of Polar Programs and NOAA.]",2005,https://doi.org/10.1121/1.4786250,article,NA,Joseph D. Warren; David A. Demer,Krill; Oceanography; Antarctic krill; Environmental science; Abundance (ecology); Shetland,Marine animal studies overview; Marine and fisheries research; Underwater Acoustics Research,Ecology; Global and Planetary Change; Oceanography,NA,0,466
Preliminary analysis on factors impacting CPUE index variations in Antarctic Krill survey,"Based on the data collected by trawl fishery targeted at Antarctic Krill(Euphausia superba) operating in the Antarctic waters around the South Shetland Islands and the South Orkney Islands from January to February 2010,the factors that impacted on CPUE(Catch Per Unit Effort) index of Antarctic Krill survey,including sea surface temperature(SST),bathymetry,trawl speed and trawl depth were analyzed.Results showed that:(1) The smaller the difference of SST between start fishing and end fishing,the higher the average CPUE index( 250 kg/min);(2) the higher CPUE index( 250 kg/min) occurred when SST intervals were 0.5 ℃ to 1.0 ℃ and 1.0 ℃ to 1.5 ℃ during net deployed or retrieved;(3) the CPUE( 100 kg/min) was lower when the average depth of bathymetry was over 2 000 m;(4) the CPUE index decreased with the increasing trawl speed,and the average CPUE index was larger when the trawl speed was lower than 2.5 knots(CPUE=364.46 kg/min) or the trawl depth was lower than 25 m(CPUE=347.59 kg/min).The present study could provide basic data for exploiting Antarctic krill resources and guide reference for fishing operation in the sea.",2010,NA,article,NA,Jianqiang Sun,Euphausia; Fishing; Shetland; Antarctic krill; Environmental science; Oceanography; Fishery; Bathymetry; Catch per unit effort,Marine and fisheries research; Marine Bivalve and Aquaculture Studies,Global and Planetary Change; Global and Planetary Change,NA,0,467
