title,abstract,publication_year,doi,type,oa_url,author,concept,topic,subfield,pdf_url,cited_by_count,id
"RECORD OF SHIP-ASSISTED DISPLACEMENT OF Chionis albus (GMELIN, 1789) (AVES: CHIONIDAE) FROM ANTARCTICA TO SOUTH AMERICA","Seabirds can use merchant, research and/or fishery vessels as a refuge to avoid extreme environmental conditions at sea during their migration seasons. Here we report the visualization of six individuals of the Snowy Sheathbill ( Chionis albus ; Charadriiformes, Chionidae) landed on a ship for about twenty-three hours in the Drake Passage, during its displacement from the South Shetland Islands, Antarctica, to Tierra del Fuego, confirming ship-assisted displacement by this species during its migration route.",2018,https://doi.org/10.4257/oeco.2018.2201.08,article,https://revistas.ufrj.br/index.php/oa/article/download/11852/10129,Antônio Coimbra de Brum; Victória Renata Foutoura Benemann; Ana Lúcia Bezerra; Luiz Liberato Costa Corrêa; Maria Virgı́nia Petry,Shetland; Charadriiformes; Oceanography; Geography; Displacement (psychology); Fishery,Marine animal studies overview; Avian ecology and behavior; Arctic and Antarctic ice dynamics,Ecology; Ecology; Atmospheric Science,https://revistas.ufrj.br/index.php/oa/article/download/11852/10129,1,475
Fishing Activity and Seabird Vessel Attendance near the Northern Antarctic Peninsula,"We conducted a survey to investigate the factors influencing the number of seabirds attending a research vessel during scientific trawling activities near the northern Antarctic Peninsula. Our objective was to assess whether seabirds exhibited varying levels of attendance that may be attributed to fishing activity. Counts of seabirds attending the vessel were made during non-fishing periods, net deployment, towing and retrieving. We also monitored environmental variables (e.g. pressure, wind speed and direction) and discards of fish and offal to determine whether those variables could be used to explain variability in seabird attendance. Three species, the Black-browed Albatross Thalassarche melanophris, Cape (or Pintado) Petrel Daption capense and Wilson’s Storm-Petrel Oceanites oceanicus were the most common seabirds attending the vessel. We found that abundance of seabirds did not vary between fishing activities, although the presence of discards caused an increase in the numbers of petrels and albatrosses. Our study is the first to examine seabird-vessel attendance to scientific trawling activities in Antarctic waters where a moratorium on commercial finfish fishing is in place. In comparison with other studies, the level of fishing conducted during this study does not come close to approaching that of commercial fishing (i.e. catch rate and fishing duration). Nevertheless, it is important to monitor seabird attendance at fishing vessels so that proper mitigation and conservation actions are met to protect seabirds.",2009,https://doi.org/10.5038/2074-1235.37.3.850,article,NA,Jarrod A. Santora; K Dietrich; D. Lombard,Seabird; Trawling; Fishing; Fishery; Geography; Peninsula; Ornithology,Avian ecology and behavior; Wildlife Ecology and Conservation; Fish Ecology and Management Studies,Ecology; Ecology; Nature and Landscape Conservation,NA,1,479
Ubiquity and Diversity of Cold Adapted Denitrifying Bacteria Isolated From Diverse Antarctic Ecosystems,"Nitrogen cycle has been poorly investigated in Antarctic ecosystems. In particular, how extreme conditions of low temperature, dryness, and high radiation select the microorganisms involved in the cycle is not yet understood. Denitrification is an important step in the nitrogen cycle in which nitrate is reduced stepwise to the gases NO, N2O, and N2. Denitrification is carried out by a wide group of microorganisms spread in the phylogenetic tree. The aim of this work was to isolate and characterize denitrifying bacteria present in different cold environments from Antarctica. Bacterial isolates were obtained from lake, meltwater, sea, glacier ice, ornithogenic soil, and penguin feces samples from King George Island, Fildes peninsula in the Antarctic. Samples were taken during the deicing season in five sampling campaigns. From all the samples we were able to isolate denitrifying strains. A total of 199 bacterial isolates with the capacity to grow in anaerobic mineral media reducing nitrate at 4°C were obtained. The characterization of the isolates by 16S rRNA gene sequence analysis showed a high predominance of the genus Pseudomonas, followed by Janthinobacterium, Flavobacterium, Psychrobacter, and Yersinia. Other minor genera detected were Cryobacterium, Iodobacter, Kaistella, and Carnobacterium. The capacity to denitrify was not previously described for most of the bacteria related to our isolates and in many of them denitrifying genes were not present suggesting the presence of new genes in this extreme environment. Our work demonstrates the ubiquity of denitrification in the Maritime Antarctica and gives important information linking denitrification at cold temperature with taxa in an unequivocal way.",2022,https://doi.org/10.3389/fmicb.2022.827228,article,https://www.frontiersin.org/articles/10.3389/fmicb.2022.827228/pdf,Angela Cabezas; Gastón Azzíz; Patricia Bovio-Winkler; Laura Fuentes; Lucia Braga Nan; Jorge Wenzel; Silvia Sabaris; Silvana Tarlera; Claudia Etchebehere,Denitrifying bacteria; Biology; Denitrification,Microbial Community Ecology and Physiology; Polar Research and Ecology; Protist diversity and phylogeny,Ecology; Ecology; Molecular Biology,https://www.frontiersin.org/articles/10.3389/fmicb.2022.827228/pdf,8,483
Skuas mortalities linked to positives HPAIV A/H5 beyond Polar Antarctic Circle,"The ongoing extinction crisis, driven by human activity, poses a significant threat to seabirds and it's especially relevant in highly valuable environments such as Antarctica. Among these threats, seabirds face the risk of local extinctions due to emerging infectious diseases like the Highly Pathogenic Avian Influenza Virus (HPAIV).Progressive spread of HPAIV A/H5N1 outbreaks across South America and the sub-Antarctic islands have been detected, reaching the northern regions of the West Antarctic Peninsula (WAP) during the 2023-2024 season. Here we conducted a comprehensive epidemiological survey conducted on sixteen seabird nesting localities along the WAP from November 2024 to January 2025 to assess the health status of the Antarctic seabirds and detect the presence of HPAIV. We observed unusual mortalities among nesting populations of skuas, with a total of 35 deaths skuas recorded along the WAP and beyond the Antarctic Polar Circle, including Important bird breeding areas around Margarita Bay. HPAIV A/H5 was confirmed in all dead skuas sampled (n=11), from six different locations. This finding represents the southernmost record of seabird mortality in Antarctica related to HPAIV to date. The expansion of HPAIV observed here raises concerns about further spread of avian flu out the Antarctic Peninsula, potentially leading to increased mortality rates in the Antarctic bird populations. These findings are relevant for the assessment of the general health status of Antarctic seabird populations and provide a baseline for the continuous monitoring of the HPAIV spread in avian species during the next breeding seasons.",2025,https://doi.org/10.1101/2025.03.02.640960,preprint,https://doi.org/10.1101/2025.03.02.640960,Fabiola León Miranda; Cláudia Ulloa; Eduardo Pizarro; Pablo González; Karla Diaz; Ana Claudia; Francine B. Timm; Monica Correa; Lucas Krüger; Élie Poulin; Catalina Pardo; Juliana A. Vianna,Polar,Cardiovascular and Diving-Related Complications; High Altitude and Hypoxia; Spaceflight effects on biology,Pulmonary and Respiratory Medicine; Genetics; Physiology,NA,1,484
Seabird breeding population size on the Antarctic Peninsula related to fisheries activities in non-breeding ranges off South America,"Abstract Population growth of the southern giant petrel Macronectes giganteus from South America has been linked with an increase in fishing activities. It was demonstrated recently that a population from Elephant Island, Antarctic Peninsula, largely overlaps its non-breeding distribution with zones of high fishing intensity off South America. This study investigated the assumption that the increase in this population since the 1980s is related to an increase in fisheries off South America. Our results show that the population size is proportional to the increase in demersal and squid fisheries. These fisheries produce a considerable amount of discards, which can be used by non-breeding southern giant petrels as a food source during unfavourable conditions in winter. This may enhance the adult survival rates with potential carry-over effects on population size. Our study shows that we need to further understand the effects of fishery discards/offal on scavenging seabirds of the Southern Ocean, and highlights the importance of understanding the carry-over effects of seabird–fisheries interactions during the non-breeding phase in population dynamics.",2017,https://doi.org/10.1017/s0954102017000207,article,NA,Lucas Krüger; Vítor H. Paiva; Maria Virgı́nia Petry; Jaime A. Ramos,Seabird; Discards; Fishing; Fishery; Demersal zone; Population; Peninsula; Bycatch; Geography,Cephalopods and Marine Biology; Marine animal studies overview; Avian ecology and behavior,"Ecology, Evolution, Behavior and Systematics; Ecology; Ecology",NA,10,485
Reevaluating the Canyon Hypothesis in a Biological Hotspot in the Western Antarctic Peninsula,"Abstract In the Western Antarctic Peninsula, increased biological activity at many levels of the food web are spatially coherent with submarine canyons. One possible mechanism that links the presence of these canyons to increased biological productivity is through the local upwelling of nutrient‐rich modified Upper Circumpolar Deep Water (mUCDW) to the surface, which supports high phytoplankton stocks, krill, penguins, and whales. In the austral summer of 2015, we investigated this hypothesis by deploying three autonomous Slocum gliders over Palmer Deep Canyon, near Palmer Station, Antarctica. Although we observed the shallowing of mUCDW consistent with canyon‐driven isopycnal uplift, these deep waters did not penetrate the phytoplankton rich surface mixed layer. Waters below the mixed layer, however, were strongly coherent with bathymetry, suggesting the strong influence of the canyon. The decoupling of the surface mixed layer from the mUCDW suggests that local upwelling may not be the mechanism that supports the biological hotspot. New physical mechanisms that could support the biological hotspot at Palmer Deep Canyon are suggested.",2019,https://doi.org/10.1029/2019jc015195,article,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019JC015195,K. Hudson; Matthew J. Oliver; Kim S. Bernard; Megan A. Cimino; William R. Fraser; Josh Kohut; Hank Statscewich; Peter Winsor,Canyon; Oceanography; Upwelling; Submarine canyon; Geology,Polar Research and Ecology; Marine and coastal ecosystems; Arctic and Antarctic ice dynamics,Ecology; Oceanography; Atmospheric Science,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019JC015195,11,490
Antarctic Krill Biomass and Flux Measured Using Wideband Echosounders and Acoustic Doppler Current Profilers on Submerged Moorings,"During austral summer 2018/2019, we deployed an array of six submerged moorings equipped with Nortek Signature100 integrated wideband echosounder and acoustic Doppler current profilers (ADCPs) on the continental shelf of the northern Antarctic Peninsula. Acoustic data from these instruments were used to classify targets, estimate water flow and the biomass of Antarctic krill ( Euphausia superba ), and quantify krill flux (biomass transport). We differentiated krill from other target aggregations using a supervised classification of data from the echosounder representing five wideband frequency bins spanning 68–113 kHz and two narrowband frequencies at 70 and 120 kHz. We estimated krill biomass using echosounder data collected at 120 kHz and water flow using the ADCP data. We estimated the biomass flux from the product of mean volumetric krill density and flow speed over a depth-integration range of 150 m. The overall mean krill areal biomass density based on hourly averages was 174 g⋅m –2 during the austral summer (December–March). Mean daily biomass decreased by an order of magnitude, from 300 to 31 g⋅m –2 , over the sampling period, and fluctuated by nearly a factor of 4 above and below the local trend within weekly intervals. Mean current direction was along-shelf toward the west, and mean flow speed increased from ∼0.10 to 0.14 m⋅s –1 during the season. Krill flux was correlated with biomass variation, and the grand mean flux was 0.13 g⋅m –2 ⋅s –1 . During the study period and in our approximately 1,300 km 2 study area, average total biomass of krill was 116265 metric tons, and total cumulative krill biomass was 2.5 million tons. Our results demonstrate the utility of integrated echosounder-ADCP systems for quantifying krill flux in an important foraging area used by krill-dependent predators (seabirds and marine mammals) that breed nearby and highlight the scales of variability in a key prey resource required by these predators.",2022,https://doi.org/10.3389/fmars.2022.784469,article,https://www.frontiersin.org/articles/10.3389/fmars.2022.784469/pdf,George R. Cutter; Christian S. Reiss; Sven Nylund; George M. Watters,Krill; Echo sounding; Oceanography; Euphausia; Environmental science; Biomass (ecology); Acoustic Doppler current profiler; Flux (metallurgy),Marine and fisheries research; Fish Ecology and Management Studies; Marine animal studies overview,Global and Planetary Change; Nature and Landscape Conservation; Ecology,https://www.frontiersin.org/articles/10.3389/fmars.2022.784469/pdf,12,492
"Micromorphological structure of maritime antarctic cryosols (King-George and Livingston Islands, West Antarctica)","Cryosols of the Antarctic maritime area are much different from the continental ones. The relatively moderate climate conditions in Maritime Antarctica and a strong interaction between the biotic and abiotic environment are drivers for more intensive soil formation processes than in the continental regions. Soil formation studies from the Maritime Antarctica are, however, rather rare. Therefore, micromorphological investigations on polar soils can contribute to more comprehensive information on soil genesis in Antarctica. In this study, we applied the micromorphological study of thin sections from soil micromonoliths to assess the intensity and trends of the pedogenic processes in selected soils from two adjacent islands of the South-Shetland archipelago: King George Island and Livingston Island. The results obtained show that regional lithology and the origin of the incoming organic matter mainly determine the micromorphological structure of the local soils. Soil matrix micromorphological properties and features (mineralogical content, weathering stage and even partly grain-size distribution) are mainly defined by pyroclastic particles due to recent and ancient volcanic eruptions. The presence of rounded grains and aggregated mineral particles is the evidence of marine origin of the sediments. Ornithogenic soils show the clear evidence of the organic plasma formation and mineral particles aggregation via the zoogenic organic substances provided by penguins which is a unique specifics of the maritime Antarctic soils.",2022,https://doi.org/10.5817/cpr2021-2-22,article,https://journals.muni.cz/CPR/article/download/20746/16658,Evgeny Abakumov; A. V. Lupachev; Rositsa Yaneva; Miglena Zhiyanski,Shetland; Geology; Pedogenesis; Weathering; Archipelago,Polar Research and Ecology; Geology and Paleoclimatology Research; Biocrusts and Microbial Ecology,"Ecology; Atmospheric Science; Ecology, Evolution, Behavior and Systematics",https://journals.muni.cz/CPR/article/download/20746/16658,2,494
"Methane and nitrous oxide fluxes in relation to vegetation covers and bird activity in ice-free soils of Rip Point, Nelson Island, Antarctica","This study aimed to quantify the nitrous oxide (N2O) and methane (CH4) fluxes at sites with different vegetation covers and where bird activity was present or absent using the static chamber method, on Rip Point, Nelson Island, maritime Antarctic. The sites were soils covered by Sanionia uncinata, lichens, Prasiola crispa, Deschampsia antarctica and bare soil. Seabirds used the P. crispa and D. antarctica sites as nesting areas. Soil mineral N contents, air and soil temperature and water-filled pore space were measured, and the content of total organic C and particulate organic C, total N, bulk density and texture were determined to identify controlling variables of the gas emissions. The N2O and CH4 flux rates were low for all sampling events. Mean N2O flux rates ranged from 0.11±1.93 up to 21.25±22.14 µg N2O m−2 h−1 for the soils under lichen and P. crispa cover, respectively. For the CH4 fluxes, only the P. crispa site showed a low positive mean (0.47±3.61 µg CH4 m−2 h−1). The bare soil showed the greatest absorption of CH4 (−11.92±5.7 µg CH4 m−2 h−1), probably favoured by the coarse soil texture. Bare soil and S. uncinata sites had N2O accumulated emissions close to zero. Net CH4 accumulated emission was observed only at the P. crispa site, which was correlated with (p<0.001). These results indicate that seabird activity influences N2O and CH4 soil fluxes, while vegetation has little influence, and bare soil areas in maritime Antarctica could be greenhouse gas sinks.Keywords: Soil greenhouse gases; seabirds; vegetal cover; maritime Antarctica.(Published: 3 February 2015)Citation: Polar Research 2015, 34, 23584, http://dx.doi.org/10.3402/polar.v34.23584",2015,https://doi.org/10.3402/polar.v34.23584,article,https://polarresearch.net/index.php/polar/article/download/3245/pdf_7,Ângela Denise Hubert Neufeld; Stefânia Guedes de Godoi; Antônio Batista Pereira; Cimélio Bayer; Adriano Luís Schünemann; Filipe de Carvalho Victória; Margéli Pereira de Albuquerque; Estefânia Silva Camargo; Frederico Costa Beber Vieira,Soil water; Environmental science; Vegetation (pathology); Soil texture,Polar Research and Ecology; Cryospheric studies and observations; Climate change and permafrost,Ecology; Atmospheric Science; Atmospheric Science,https://polarresearch.net/index.php/polar/article/download/3245/pdf_7,11,495
"Decapod crustaceans from the Eocene La Meseta Formation, Seymour Island, Antarctica: a model for preservation of decapods","Thirteen species of fossil decapod crustaceans collected from 43 localities in the La Meseta Formation (Eocene), Seymour Island, Antarctica, have been located precisely using global positioning system techniques and accurately placed in their stratigraphic context using an allostratigraphic scheme. Three decapod species are congeneric with extant species known from outer shelf and slope habitats documenting an onshore–offshore pattern of ecological preference. Functional morphological analysis of the decapods confirms the environmental interpretations based upon sedimentological studies. Species diversity is greatest in the lower and upper parts of the section, in the Acantilados and Submeseta allomembers, respectively. However, numerical abundance of specimens is greatest near the top of the coarsening-upward sequence in the Cucullaea I Allomember. This allomember and the underlying Campamento Allomember are overwhelmingly dominated by a single species, Lyreidus antarcticus . The relatively high diversity of decapods in the lower and upper parts of the La Meseta Formation is interpreted as resulting from favourable preservational environments in delta-front and nearshore environments where burial was rapid and sediment reworking was minimal. In the middle part of the La Meseta Formation, sediment reworking was probably high and fragile arthropod cuticular material was destroyed, except in the case of Lyreidus , which is a burrower and was probably preserved within its burrow. The pattern of diversity documented by the arthropods differs markedly from that of the molluscs, probably because of the presence of more durable shell material in the pelecypods and gastropods. The La Meseta Formation record of decapods may serve as an important model for arthropod preservation against which other occurrences can be tested.",2003,https://doi.org/10.1144/0016-764901-136,article,NA,Rodney M. Feldmann; Carrie E. Schweitzer; Sergio A. Marenssi,Paleontology; Geology; Context (archaeology); Taphonomy; Cenozoic,Crustacean biology and ecology; Marine Biology and Ecology Research; Marine and fisheries research,Ecology; Oceanography; Global and Planetary Change,NA,14,497
"Soil–landform–plant communities relationships of a periglacial landscape at Potter Peninsula, Maritime Antarctica","Abstract. Integrated studies on the interplay between soils, periglacial geomorphology and plant communities are crucial for the understanding of climate change effects on terrestrial ecosystems of Maritime Antarctica, one of the most sensitive areas to global warming. Knowledge on physical environmental factors that influence plant communities can greatly benefit studies on monitoring climate change in Maritime Antarctica, where new ice-free areas are being constantly exposed, allowing plant growth and organic carbon inputs. The relationship between topography, plant communities and soils was investigated in Potter Peninsula, King George Island, Maritime Antarctica. We mapped the occurrence and distribution of plant communities and identified soil–landform–vegetation relationships. The vegetation map was obtained by classification of a Quickbird image, coupled with detailed landform and characterization of 18 soil profiles. The sub-formations were identified and classified, and we also determined the total elemental composition of lichens, mosses and grasses. Plant communities at Potter Peninsula occupy 23% of the ice-free area, at different landscape positions, showing decreasing diversity and biomass from the coastal zone to inland areas where sub-desert conditions prevail. There is a clear dependency between landform and vegetated soils. Soils with greater moisture or poorly drained, and acid to neutral pH, are favourable for mosses subformations. Saline, organic-matter rich ornithogenic soils of former penguin rookeries have greater biomass and diversity, with mixed associations of mosses and grasses, while stable felseenmeers and flat rocky cryoplanation surfaces are the preferred sites for Usnea and Himantormia lugubris lichens, at the highest surface. Lichens subformations cover the largest vegetated area, showing varying associations with mosses.",2014,https://doi.org/10.5194/sed-6-2261-2014,preprint,https://doi.org/10.5194/sed-6-2261-2014,Everton Luís Poelking; Carlos Ernesto Gonçalves Reynaud Schaefer; Elpı́dio Inácio Fernandes Filho; André Medeiros de Andrade; Adriano Afonso Spielmann,Lichen; Landform; Vegetation (pathology); Plant community,Polar Research and Ecology; Geology and Paleoclimatology Research; Cryospheric studies and observations,Ecology; Atmospheric Science; Atmospheric Science,NA,4,498
Managing fishing in the sub-Antarctic,"Harvesting of finfish in the sub-Antarctic is briefly described together with an historical account of its management by the international Commission for the Conservation of Antarctic Marine Living Resources (CCAMLR) under the Convention of the same name (CAMLR Convention).The key objectives of the CAMLR Convention are outlined, with emphasis on the procedures adopted by CCAMLR to meet its management objectives through implementation of an ecosystem-based and precautionary approach.Four case studies are presented to illustrate CCAMLR's success as a modern-day and effective marine management organisation.The cases considered are CCAMLR's efforts to: (a) combat Illegal, Unreported and Unregulated (IUU) fishing, (b) mitigate incidental seabird bycatch during longline fishing for toothfish, (c) institute precautionary management of developing fisheries and (d) address environmental protection.In evaluating CCAMLR's actions, emphasis is given to the challenges faced and lessons learnt thereby highlighting the organisation' s standing as an example of international best practice in the management of marine living resources on the high seas.",2007,https://doi.org/10.26749/rstpp.141.1.121,article,https://eprints.utas.edu.au/13347/4/2007_Miller_managing_fishing.pdf,DGM Miller,Fishing,Marine animal studies overview; Marine and fisheries research; Coral and Marine Ecosystems Studies,Ecology; Global and Planetary Change; Ecology,https://eprints.utas.edu.au/13347/4/2007_Miller_managing_fishing.pdf,9,500
"Impact of the ‘Little Ice Age’ climate cooling on the maar lake ecosystem affected by penguins: A lacustrine sediment record, Penguin Island, West Antarctica","A Pliocene-age volcano on Penguin Island became active again in the Pleistocene/Holocene, forming the main cone of the island – Deacon Peak, and leaving late-Holocene phreatomagmatic craters, including ‘Petrel Crater’, about 200 m in diameter and filled currently by a maar lake with a flat bottom at 18 m water depth. Petrographic, geochemical, photosynthetic pigment, and diatom data from the 72-cm-long sediment core reveal that the crater was initially a marine lagoon with typical phytoplankton assemblages. Most probably, tectonic–volcanic activity about 1250 years ago, documented in tephra fallout, triggered an abrupt glacio-isostatic uplift that separated the lake from the sea. The horizon of tephra, probably from the Deception Island volcano, marks a sudden change in environment from brackish to lacustrine. The ecological evolution of the lake was initially constrained by an uplift, whereas the influence of marine water vanished with time, the lake became meromictic, and the freshwater mixolimnion layer expanded, while the monimolimnion became anoxic due to the influence of a penguin rookery situated on the shore. During the ‘Little Ice Age’ (LIA), the maar may have been covered by permanent ice. A discharge of mineralized guano from the possibly enlarged penguin rookery on the lake shore caused an expansion of the anoxic monimolimnion to the ice surface and an important reduction of autochthonous lacustrine biota of the maar, whereas a substantially increased participation of allochthonous biota passively supplied with guano. That record in the lake sediment core reaffirms the occurrence of a regional LIA event in the maritime Antarctic.",2017,https://doi.org/10.1177/0959683616683254,article,NA,Agnieszka Wasiłowska; Andrzej Tatur; Zinajda Pushina; Andrzej Barczuk; Sergey Verkulich,Geology; Maar; Tephra; Crater lake; Oceanography,Geology and Paleoclimatology Research; Polar Research and Ecology; Marine Biology and Ecology Research,Atmospheric Science; Ecology; Oceanography,NA,7,502
"Considerations about the Evolutionary Stasis of<i>Notiolofos arquinotiensis</i>(Mammalia: Sparnotheriodontidae), Eocene of Seymour Island, Antarctica","Notiolofos arquinotiensis is the most abundant terrestrial placental mammal in the Paleogene of the Antarctic continent. Evidence suggests a South American origin of Sparnotheriodontidae, and an allopatric speciation event for the appearance of N. arquinotiensis. It was recorded exclusively on Seymour Island, through most of the La Meseta and Submeseta formations. Isotopic and paleomagnetic calibration of the units indicate a relatively continuous fossil record of at least 17.5 Ma. The stasis hypothesis is tested here as opposite to the possibility of a wider and previously non-identified specific diversity of Antarctic sparnotheriodontids. The material of N. arquinotensis available was compared in preservation, characters and dental occlusal areas to the more complete phylogenetic relative Sparnotheriodon epsilonoides and the North American Meniscotherium chamense. Despite there being no close phylogenetic relationship between Notiolofos and Meniscotherium, the morphological dental similarity between them suggests they could be interpreted as ecologically equivalent taxa. The analysis allows the reassignment of some N. arquinotensis teeth to other dental loci. The results indicate that there are no reasons to justify the presence of different species through the stratigraphic sequence or to refute the morphological stasis in N. arquinotensis. Stasis among Antarctic Eocene vertebrates is also recorded among Eocene penguins. The ""Plus ça change"" model indicate that morphological stasis and punctuated equilibrium were detected as the usual responses to widely fluctuating physical environments such as those characteristic of temperate regions and shallow waters. This model fits well with inferences on Antarctic paleoclimate and paleogeography and the land fossil record.",2015,https://doi.org/10.5710/amgh.14.09.2015.2934,article,https://ri.conicet.gov.ar/bitstream/11336/54582/2/CONICET_Digital_Nro.05fdd229-9b09-4ab1-9ed4-b00b0f61c43d_A.pdf,Javier N. Gelfo,Paleontology; Paleogene; Mammal; Geology; Taxon; Paleomagnetism,Evolution and Paleontology Studies; Bat Biology and Ecology Studies; Morphological variations and asymmetry,"Paleontology; Ecology, Evolution, Behavior and Systematics; Geometry and Topology",NA,10,509
"First bird remains from the Eocene of Algarrobo, central Chile Primeros restos de aves del Eoceno de Algarrobo, Chile central","Paleogene records of birds in the Eastern margin of the Pacific Ocean have increased in recent years, being almost exclusively restricted to fossil Sphenisciformes (penguins). New avian remains (Ornithurae, Neornithes) from Middle-to-Late Eocene levels of the Estratos de Algarrobo unit, in Algarrobo, central Chile, are disclosed in the present work. These new finds are significant in representing the first non-spheniscid bird remains of Middle to Late Eocene age, recovered in mid-latitudes of the eastern Pacific and probably belonging to a procelarid. It complements the regional record of Eocene birds, previously known only at high-latitudes such as Seymour Island (Antarctica) and Magallanes (Chile), and low-latitude locations in Peru.",2012,https://doi.org/10.5027/andgeov39n3-a010,article,NA,Roberto E. Yury-Yáñez; Rodrigo A. Otero; Sergio Soto‐Acuña; Mario E. Suárez; David Rubilar-Rogers; Michel Sallaberry,Paleogene; Geology; Paleontology; Latitude,Paleontology and Evolutionary Biology; Evolution and Paleontology Studies; Geology and Paleoclimatology Research,Paleontology; Paleontology; Atmospheric Science,NA,5,516
The implementation of ACAP Best Practice Advice to mitigate seabird bycatch in fisheries: Issues and options,"The Agreement on the Conservation of Albatrosses and Petrels (ACAP) is a multilateral agreement which strives to conserve albatrosses and petrels by coordinating international activities to mitigate threats to their populations. One of the major threats that seabirds face is fisheries-induced mortality, or bycatch. In recognition of the serious nature of this problem, ACAP established a Seabird Bycatch Working Group (SBWG) to advise on actions that will assist in the mitigation and reduction of seabird interactions with fisheries. The SBWG regularly examines the range of measures available that can minimise bycatch and has developed ""best practice advice"" (BPA), a suite of tools and methods for trawl and longline fisheries. This BPA has been widely promoted by ACAP Parties and others within jurisdictions and at Regional Fisheries Management Organisations (RFMOs) and CCAMLR other over the last 10 years. To assess the levels of implementation of ACAP's BPA for industrial fisheries we employed both a qualitative and semi-quantitative multiple method research design that comprised content analysis of documents and meeting reports from ACAP meetings, a review of current seabird conservation measures of all tRFMOs that had members which were also ACAP parties, and by conducting a survey that asked 13 questions in relation to the uptake and adoption of ACAP BPA. We confined our analysis to pelagic longline and trawl fisheries within the jurisdictions of both ACAP parties and non-parties. Our research identified a number of key gaps in the uptake of the BPA guidelines in these fisheries. Complete uptake of BPA was poor by ACAP Parties both within their jurisdictions, and in high seas fisheries managed through RFMOs. For Parties, the level of uptake was difficult to assess accurately because reporting to the Agreement has thus far been inadequate for this purpose. Uptake of BPA in high seas fisheries by non-parties and RFMos was also poor and unlikely to improve while ACAP Parties are unable to demonstrate commitment to their use in all national fisheries. The study findings provided advice and recommendations on addressing impediments to uptake that could lead to improved management of seabird bycatch in commercial fisheries.",2023,https://doi.org/10.1016/j.marpol.2023.105879,article,https://doi.org/10.1016/j.marpol.2023.105879,G. Barry Baker; Valeriya Komyakova; Alexia Wellbelove; Nicola Beynon; Marcus Haward,Bycatch; Seabird; Fishery; Pelagic zone; Business; Fisheries management,Avian ecology and behavior; Wildlife Ecology and Conservation; Marine animal studies overview,Ecology; Ecology; Ecology,NA,5,517
"Population Fluctuation of Pygoscelis Papua and Pygoscelis Antarctica, Elephant Island, South Shetlands, Antarctica","Reproductive population size of both the Gentoo penguin (Pygoscelis papua) and Chinstrap penguin (Pygoscelis antarctica) has changed over the last decades in many sites in the South Shetlands Islands.We evaluated the population sizes of these species on Stinker Point, Elephant Island, South Shetlands, Antarctic, during the breeding season 2009, 2010 and 2011, and we compared with preterit studies.Over the last 40 years, the number of breeding pairs here have shown uctuations, with changes of up to 32%.It is possible that these uctuations are related to the variation in prey availability and/or climate change.However, additional census and demographic surveys in Elephant Island are clearly needed to determine whether the decline represents a long-term trend or random circumstantial uctuations.",2012,https://doi.org/10.4322/apa.2014.068,article,https://doi.org/10.4322/apa.2014.068,Roberta da Cruz Piuco; Jaqueline Brummelhaus; Maria Virgı́nia Petry; Martin Sander,Pygoscelis,Marine and coastal plant biology; Cephalopods and Marine Biology; Polar Research and Ecology,"Oceanography; Ecology, Evolution, Behavior and Systematics; Ecology",NA,0,522
Large scale seabird community stucture along oceanographic gradients in the Scotia Sea and northern Antarctic Peninsula,Dataset and associated code for publication submitted to Frontiers in Marine Science. The data represent strip transect data collection efforts of seabirds aboard 2 tourist ships during the 2019-2020 Antarctic summer season throughout the Scotia Sea and Antarctic Peninsula. Data were analysed using R.,2023,https://doi.org/10.5281/zenodo.8313941,dataset,https://zenodo.org/record/8313941,Ollus; Biuw; Lowther; Fauchald; Johannessen; López; Gkikopoulou; Oosthuizen; Lindstrøm,Peninsula; Seabird; Oceanography; Scale (ratio),Marine and coastal plant biology; Marine animal studies overview; Isotope Analysis in Ecology,Oceanography; Ecology; Ecology,NA,1,532
